author,link,category,publication,tokens,words,types,links,uppercase,verbs,subjuntiveimperative,nouns,adjectives,adverbs,modalverbs,personalpronouns,pluralpersonalpronouns,pronouns,pausality,characters,sentencelength,wordlength,speelingerrors,emotiveness,diversity,fake_or_true
None,https://www.diariodobrasil.org/ministro-do-tcu-confirma-vice-presidente-nao-participou-de-pedaladas-fiscais/,politica,12/12/2015,170,149,108,1,11,22,0,47,4,5,4,0,0,6,2.625,782,18.625,5.24832,0.00671141,0.130435,0.724832,0
Breno Pires  BRASÍLIA,http://politica.estadao.com.br/blogs/fausto-macedo/pf-pede-ao-tcu-relatorio-que-aponta-indicios-de-ilegalidade-em-decreto-dos-portos/,politica,27 de março de 2018,1017,910,429,0,21,115,5,271,53,31,13,0,0,31,3.56667,4798,30.3333,5.27253,0.0021978,0.217617,0.471429,1
None,https://www.diariodobrasil.org/mitou-ministro-gilmar-mendes-faz-a-melhor-declaracao-do-ano-dilma-e-um-poste/,tv_celebridades,12/12/2015,138,117,80,0,1,19,1,37,4,6,2,0,0,2,3.0,585,16.7143,5.0,0.0,0.178571,0.683761,0
"Por Renan Ramalho e Rosanne DAgostino, G1, Brasília",https://g1.globo.com/politica/noticia/sessao-do-stf-e-suspensa-apos-ataques-entre-ministros-barroso-e-gilmar-mendes.ghtml,tv_celebridades,21/03/2018 16h20,657,558,275,0,6,92,5,157,19,24,13,6,0,45,2.82857,2692,15.9429,4.82437,0.0,0.172691,0.492832,1
None,https://www.diariodobrasil.org/intimado-pela-pf-para-depor-na-operacao-zelotes-lula-ira-argumentar-que-nao-sabia-de-nada/,politica,12/12/2015,273,236,141,0,7,41,0,67,7,14,4,0,0,13,3.36364,1188,21.4545,5.0339,0.00423729,0.194444,0.597458,0
Por G1,https://g1.globo.com/politica/operacao-lava-jato/noticia/triplex-do-guaruja-o-que-dizem-ex-executivos-da-oas-o-ministerio-publico-federal-e-o-ex-presidente-lula.ghtml,politica,11/05/2017 15h03,1060,969,358,0,24,154,6,271,16,48,20,0,0,37,1.71698,4473,18.283,4.6161,0.0,0.150588,0.369453,1
None,https://www.diariodobrasil.org/ciro-gomes-apoiando-dilma-nada-disso-vejam-o-que-ele-fala-sobre-lula-dilma-e-o-pt/,tv_celebridades,12/12/2015,76,67,49,0,3,11,2,23,2,0,0,0,0,4,2.25,293,16.75,4.37313,0.0,0.0588235,0.731343,0
"Breno Lemos Pires, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,agora-ate-fita-sem-pericia-vale-diz-gilmar-ironizando-audios-da-jbs,70001832854",tv_celebridades,09 de junho de 2017,428,360,191,None,6,56,3,108,11,19,6,2,0,23,3.09091,1695,16.3636,4.70833,0.00277778,0.182927,0.530556,1
None,https://www.diariodobrasil.org/integrantes-do-mst-confessam-o-governo-aluga-varios-onibus-de-luxo-pra-gente-acompanhar-a-dilma/,politica,11/12/2015,102,87,69,0,6,16,1,25,6,3,2,0,1,9,1.875,421,10.875,4.83908,0.0,0.219512,0.793103,0
"Por Lucas Marreiros e Maria Romero, G1 PI",https://g1.globo.com/pi/piaui/noticia/integracao-do-transporte-de-teresina-inicia-neste-sabado-17-veja-como-vai-funcionar.ghtml,politica,15/03/2018 15h52,1130,984,423,None,3,159,7,286,34,44,35,0,0,40,3.47619,4838,23.4286,4.91667,0.00203252,0.175281,0.429878,1
None,https://www.diariodobrasil.org/mais-um-feito-do-governo-comunista-do-pt-investidores-podem-tirar-us12-bi-do-brasil-afirma-deutsche-bank/,economia,11/12/2015,293,258,144,0,5,39,0,74,17,15,9,0,0,7,3.88889,1206,28.6667,4.67442,0.00775194,0.283186,0.55814,0
Por G1,https://g1.globo.com/educacao/noticia/governo-mantem-r-5-mil-como-teto-de-mensalidade-para-fies-do-2-semestre.ghtml,economia,10/08/2017 10h39,1699,1462,534,0,33,251,44,377,98,82,42,0,0,72,3.82258,6947,23.5806,4.75171,0.00341997,0.286624,0.365253,1
None,https://www.diariodobrasil.org/bolsonaro-e-sheherazade-podem-compor-chapa-para-disputar-eleicoes-presidenciais-de-2018/,politica,12/12/2015,262,238,164,0,5,39,1,67,14,7,5,0,0,10,1.33333,1152,13.2222,4.84034,0.00420168,0.198113,0.689076,0
"Por Anaísa Catucci, Especial Do G1 SC",https://g1.globo.com/sc/santa-catarina/sc-mais/noticia/projetos-utilizam-garrafas-pet-e-dao-novo-destino-para-o-material-que-iria-parar-no-lixo.ghtml,politica,24/07/2017 15h25,1049,916,486,0,11,156,4,272,61,31,16,0,1,52,3.09302,4755,21.3023,5.19105,0.00436681,0.214953,0.530568,1
None,https://www.diariodobrasil.org/bolsonaro-vamos-abrir-seus-arquivos-dilma-vamos-mostrar-os-assaltos-e-os-assassinatos-que-voce-participou/,politica,11/12/2015,34,25,21,0,0,7,0,8,0,0,2,0,0,4,3.0,132,8.33333,5.28,0.0,0.0,0.84,0
O Estado de S.Paulo,"http://internacional.estadao.com.br/noticias/geral,europol-teme-que-estado-islamico-utilize-carros-bomba-na-europa,10000092197",politica,02 de dezembro de 2016,639,560,281,0,14,69,4,160,40,22,11,0,0,31,4.64706,2915,32.9412,5.20536,0.00535714,0.270742,0.501786,1
None,https://www.diariodobrasil.org/aecio-questiona-collor-sobre-impeachment-de-dilma-ja-foi-nao-recupera-mais-a-rua-sera-implacavel/,politica,11/12/2015,153,128,84,0,4,23,0,35,6,11,2,2,0,11,2.5,581,12.8,4.53906,0.0,0.293103,0.65625,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/quinta-feira-18-de-maio-de-2017.ghtml,politica,18/05/2017 21h15,671,601,363,None,7,104,4,171,34,21,19,0,0,33,1.94444,2802,16.6944,4.66223,0.00166389,0.2,0.603993,1
None,https://www.diariodobrasil.org/surto-de-microcefalia-o-governo-esta-sendo-omisso-a-situacao-e-gravissima-alerta-especialista/,politica,12/12/2015,2363,2092,735,0,47,414,17,476,131,183,72,3,8,183,1.81879,9493,14.0403,4.53776,0.0133843,0.352809,0.351338,0
"Fábio de Castro, O Estado de S.Paulo","http://saude.estadao.com.br/noticias/geral,as-chances-da-febre-amarela-se-espalhar-pela-metropole-sao-remotas,70002160272",politica,22 de janeiro de 2018,2931,2605,876,0,5,446,20,636,172,219,62,2,2,183,2.69421,12576,21.5289,4.82764,0.00729367,0.361368,0.336276,1
None,https://www.diariodobrasil.org/pf-cada-vez-mais-perto-do-chefao-lula-e-intimado-a-depor-na-policia-federal/,politica,12/12/2015,170,159,103,0,5,21,2,52,5,3,3,0,0,3,1.22222,734,17.6667,4.61635,0.0,0.109589,0.647799,0
"Por G1, Brasília",https://g1.globo.com/politica/noticia/mpf-denuncia-lula-por-corrupcao-passiva-na-operacao-zelotes.ghtml,politica,11/09/2017 15h09,1184,1066,465,0,22,165,4,303,54,50,19,3,1,48,2.22642,5399,20.1132,5.06473,0.000938086,0.222222,0.43621,1
None,https://www.diariodobrasil.org/lula-comparou-dilma-a-jesus-cristo-e-disse-que-aecio-neves-age-como-nazista/,tv_celebridades,12/12/2015,309,265,177,2,2,47,3,73,7,15,7,1,0,24,2.58824,1282,15.5882,4.83774,0.0,0.183333,0.667925,0
"Igor Gadelha, Renan Truffi e Ricardo Galhardo, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,dilma-e-aecio-finalistas-em-2014-e-na-repescagem-4-anos-depois,70002237280",tv_celebridades,22 de março de 2018,856,739,376,None,6,122,8,225,39,27,15,0,0,46,3.34286,3639,21.1143,4.92422,0.00135318,0.190202,0.508796,1
None,https://www.diariodobrasil.org/com-uma-divida-de-mais-de-r-500-bilhoes-petrobras-tenta-vender-campos-de-producao-do-pre-sal/,politica,10/12/2015,345,289,173,0,5,35,1,96,10,6,3,0,0,7,3.5,1319,18.0625,4.56401,0.0,0.122137,0.598616,0
"Por Darlan Alvarenga, G1",https://g1.globo.com/economia/negocios/noticia/lava-jato-levou-empresas-a-vender-mais-de-r-100-bilhoes-em-ativos-desde-2015.ghtml,politica,13/10/2017 13h38,2490,2172,782,0,40,265,7,706,73,84,35,0,0,92,3.83133,10336,26.1687,4.75875,0.00276243,0.161689,0.360037,1
None,https://www.diariodobrasil.org/kyocera-lanca-primeiro-celular-do-mundo-que-pode-ser-lavado-com-agua-e-sabao/,sociedade_cotidiano,12/12/2015,238,206,147,0,1,36,3,50,11,13,8,0,0,18,3.2,1011,20.6,4.90777,0.00485437,0.27907,0.713592,0
Por BBC,https://g1.globo.com/tecnologia/noticia/a-industria-dos-casamentos-organizados-sob-medida-para-o-instagram.ghtml,sociedade_cotidiano,03/08/2017 17h23,1490,1294,630,None,5,211,7,357,69,59,27,0,1,124,4.08333,6329,26.9583,4.89104,0.0123648,0.225352,0.486862,1
None,https://www.diariodobrasil.org/ex-presidente-milionario-da-entrevista-para-jornal-espanhol-e-tira-sarro-dos-brasileiros-crise-e-so-deixar-de-comer-carne/,tv_celebridades,10/12/2015,258,201,152,0,4,45,4,51,10,11,6,3,0,20,3.5625,969,12.5625,4.8209,0.0,0.21875,0.756219,0
"Por Bernardo Caram, G1, Brasília",https://g1.globo.com/politica/noticia/temer-preve-reforma-da-previdencia-concluida-ate-marco.ghtml,tv_celebridades,31/01/2018 09h31,736,633,312,None,4,143,8,164,22,27,27,6,2,30,2.71053,3130,16.6579,4.94471,0.0,0.159609,0.492891,1
None,https://www.diariodobrasil.org/dilma-demonstra-falta-de-competencia-ate-para-viajar-aviao-presidencial-brasileiro-ficou-retido-na-argentina/,politica,10/12/2015,166,148,93,0,2,27,0,43,5,3,3,0,0,5,2.25,702,18.5,4.74324,0.0,0.114286,0.628378,0
Por BBC,https://g1.globo.com/mundo/noticia/com-brasil-em-crise-argentina-entra-no-radar-das-visitas-internacionais.ghtml,politica,02/07/2017 16h21,1764,1489,649,None,12,189,7,447,117,73,26,0,0,66,4.82456,7590,26.1228,5.09738,0.00268637,0.298742,0.435863,1
None,https://www.diariodobrasil.org/r7-video-completo-do-ultimate-fighter-brasilia-a-vergonha-que-esta-percorrendo-o-mundo/,tv_celebridades,10/12/2015,85,73,62,0,7,7,0,25,2,3,1,0,0,2,2.4,334,14.6,4.57534,0.0,0.15625,0.849315,0
Por G1,https://g1.globo.com/mundo/noticia/maduro-diz-que-predio-da-suprema-corte-da-venezuela-foi-atacado-por-helicoptero.ghtml,tv_celebridades,27/06/2017 22h02,892,769,386,0,6,118,3,227,40,21,13,0,0,47,3.15385,4056,19.7179,5.27438,0.0,0.176812,0.501951,1
None,https://www.diariodobrasil.org/ministro-que-suspendeu-processo-de-impeachment-aparece-em-gravacao-do-senador-petista-preso-esse-mata-tudo/,tv_celebridades,09/12/2015,325,249,151,1,19,53,2,68,5,11,4,6,2,32,1.76744,1110,5.7907,4.45783,0.00803213,0.132231,0.606426,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/porta-dos-fundos/,tv_celebridades,31 de maio de 2017,1803,1594,701,0,24,223,12,476,45,68,37,2,0,98,3.16667,7676,24.1515,4.81556,0.00564617,0.16166,0.439774,1
None,https://www.diariodobrasil.org/dilma-convida-ministro-do-supremo-para-jantar-e-recebe-resposta-a-altura/,politica,09/12/2015,120,105,79,0,4,20,1,28,6,4,4,0,0,4,2.14286,479,15.0,4.5619,0.0,0.208333,0.752381,0
"Alessandra Monnerat, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,advogados-e-academicos-lancam-manifesto-critico-a-atuacao-do-supremo,70002246507",politica,28 de março de 2018,598,515,280,0,5,71,3,153,40,10,11,2,0,31,2.86207,2545,17.7586,4.94175,0.0,0.223214,0.543689,1
None,https://www.diariodobrasil.org/grupo-encontra-brechas-na-lei-do-impeachment-e-quer-processar-dilma-por-pedaladas-mentais/,politica,09/12/2015,308,256,164,0,2,39,0,79,15,10,3,0,0,13,4.72727,1227,23.2727,4.79297,0.0,0.211864,0.640625,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/quadrilhao-na-cadeia-velha/,politica,14 de novembro de 2017,2229,1977,865,0,13,321,14,577,83,110,39,1,0,104,3.07317,9454,24.1098,4.78199,0.0030349,0.214922,0.437532,1
None,https://www.diariodobrasil.org/mais-uma-do-pt-policia-federal-aperta-o-cerco-e-petista-faz-chover-dinheiro-em-pernambuco/,politica,09/12/2015,263,235,146,0,3,27,0,79,10,5,4,0,0,6,2.8,1224,23.5,5.20851,0.00425532,0.141509,0.621277,0
Julia Affonso e Fausto Macedo,http://politica.estadao.com.br/blogs/fausto-macedo/spectrum-prende-barao-das-drogas-mais-procurado-pela-policia-federal/,politica,01 de julho de 2017,1201,1086,464,0,28,105,0,348,89,31,10,0,0,35,4.6,5518,43.44,5.08103,0.00092081,0.264901,0.427256,1
None,https://www.diariodobrasil.org/professora-de-direito-da-show-temos-que-tirar-o-pt-logo-ou-eles-comecarao-a-bater-e-prender-as-pessoas/,politica,09/12/2015,115,101,81,0,3,13,1,28,5,7,2,0,0,5,1.55556,500,11.2222,4.9505,0.0,0.292683,0.80198,0
"Ricardo Brandt, Fausto Macedo, Breno Pires, Beatriz Bulla e Rafael Moraes Moura",http://politica.estadao.com.br/blogs/fausto-macedo/janot-acusa-pmdb-da-camara-de-temer-de-receber-r-350-milhoes-em-propinas/,politica,10 de setembro de 2017,2220,1866,700,0,21,194,6,607,119,52,25,0,0,70,5.53125,9150,29.1562,4.90354,0.00160772,0.213483,0.375134,1
None,https://www.diariodobrasil.org/deputado-relator-da-cassacao-de-cunha-chora-e-relata-que-sofreu-ameaca-de-morte/,politica,10/12/2015,414,357,218,0,6,85,2,93,12,14,17,5,0,34,3.16667,1754,19.8333,4.91317,0.0,0.146067,0.610644,0
"Roberta Pennafort, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,garotinho-deixa-prisao-em-bangu-apoiado-por-familiares-e-simpatizantes,70002128305",politica,21 de dezembro de 2017,1031,906,432,None,7,167,3,256,30,32,40,3,0,67,3.04878,4414,22.0976,4.87196,0.00110375,0.146572,0.476821,1
None,https://www.diariodobrasil.org/epoca-dilma-pensou-em-sair-do-pt-e-ameacou-lula-ela-iria-divulgar-os-gastos-da-segunda-dama-do-ex-presidente/,tv_celebridades,09/12/2015,280,249,162,0,16,41,2,72,5,11,9,0,0,8,2.81818,1134,22.6364,4.55422,0.0120482,0.141593,0.650602,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/o-pacto-da-vergonha/,tv_celebridades,05 de dezembro de 2017,2266,2032,867,0,25,265,24,602,106,96,35,3,1,128,3.0,9608,26.0513,4.72835,0.00344488,0.232987,0.426673,1
None,https://www.diariodobrasil.org/tiririca-se-irrita-ao-ser-citado-na-linha-sucessoria-presidencial-estou-bem-aqui-la-em-cima-ja-tem-muitos-palhacos/,politica,10/12/2015,387,346,207,0,1,60,6,81,26,29,3,6,0,35,1.57692,1712,13.3077,4.94798,0.0,0.390071,0.598266,0
"Por José Claudio Pimentel, G1 Santos",https://g1.globo.com/sp/santos-regiao/noticia/novo-diretor-da-pf-recebe-ordem-para-dar-apoio-total-as-investigacoes-no-porto-de-santos.ghtml,politica,29/03/2018 05h10,2459,2135,855,0,35,355,25,568,117,112,63,15,6,184,3.24,10422,21.35,4.8815,0.000468384,0.248104,0.400468,1
None,https://www.diariodobrasil.org/ministra-de-dilma-faz-barraco-em-festa-de-fim-de-ano-e-joga-copo-de-uisque-em-jose-serra/,politica,10/12/2015,166,145,102,0,0,23,1,42,6,8,2,1,0,8,1.90909,680,13.1818,4.68966,0.0,0.215385,0.703448,0
REDAÇÃO,http://economia.estadao.com.br/blogs/radar-do-emprego/o-apocalipse-robo-contra-os-empregos/,politica,20 de fevereiro de 2018,1575,1391,697,0,8,180,8,395,104,37,26,0,1,93,3.11864,6914,23.5763,4.97052,0.00575126,0.245217,0.501078,1
None,https://www.diariodobrasil.org/helio-bicudo-e-janaina-paschoal-rombo-de-r-120-bilhoes-prova-que-a-nacao-foi-enganada/,tv_celebridades,08/12/2015,994,868,457,0,11,154,5,213,52,71,11,0,0,69,3.15,4336,21.7,4.99539,0.00230415,0.33515,0.526498,0
"Eliane Cantanhêde e Rafael Moraes Moura, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,revisar-o-foro-agilizara-a-lava-jato-diz-carmen-lucia,70002097448",tv_celebridades,26 de novembro de 2017,2480,2166,841,0,26,404,20,505,135,153,56,14,7,176,2.73043,10227,18.8348,4.72161,0.0,0.316832,0.388273,1
None,https://www.diariodobrasil.org/nunca-antes-na-historia-desse-pais-um-vice-deu-um-pe-no-traseiro-de-um-presidente/,tv_celebridades,08/12/2015,69,55,44,0,1,8,0,16,4,3,0,0,0,3,2.0,248,7.85714,4.50909,0.0,0.291667,0.8,0
Por BBC,https://g1.globo.com/mundo/noticia/os-testes-de-misseis-da-coreia-do-norte-representam-algum-risco-para-os-avioes-comerciais.ghtml,tv_celebridades,15/09/2017 13h42,784,683,350,None,1,114,14,179,41,25,10,0,0,50,2.97059,3290,20.0882,4.81698,0.00292826,0.225256,0.512445,1
None,https://www.diariodobrasil.org/saiu-a-resposta-oficial-de-dilma-para-a-carta-de-temer-pimentorium-in-anus-outrem-refrescus/,politica,08/12/2015,37,29,17,0,0,3,0,12,1,0,0,0,0,0,2.66667,136,9.66667,4.68966,0.0689655,0.0666667,0.586207,0
"Daiene Cardoso, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,ccj-da-camara-retoma-debates-sobre-segunda-denuncia-contra-temer,70002050786",politica,18 de outubro de 2017,955,826,404,None,22,117,4,264,41,30,12,0,0,35,3.48649,4115,22.3243,4.98184,0.0,0.186352,0.489104,1
None,https://www.diariodobrasil.org/padre-comunista-defende-lula-e-delira-dizendo-que-ex-presidente-e-o-novo-messias/,politica,08/12/2015,352,297,183,0,2,49,1,81,11,20,5,0,0,23,2.75,1363,14.85,4.58923,0.00673401,0.238462,0.616162,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/e-tudo-crime-viu/,politica,19 de fevereiro de 2018,2209,1971,894,0,15,293,10,530,126,86,36,4,0,130,3.77778,9605,31.2857,4.87316,0.00558092,0.257594,0.453577,1
None,https://www.diariodobrasil.org/mais-um-registro-do-fascismo-petista-deputados-black-blocs-do-pt-quebram-dez-urnas-no-congresso/,tv_celebridades,08/12/2015,41,35,29,0,2,4,0,14,2,1,0,0,0,1,1.5,172,8.75,4.91429,0.0571429,0.166667,0.828571,0
Por G1 RN,https://g1.globo.com/rn/rio-grande-do-norte/noticia/carro-do-governador-do-rn-e-roubado-em-cidade-da-grande-natal.ghtml,tv_celebridades,28/03/2018 07h40,160,144,96,None,2,20,0,48,2,4,5,0,0,3,1.45455,694,13.0909,4.81944,0.0,0.0882353,0.666667,1
None,https://www.diariodobrasil.org/sessao-da-camara-hoje-mostrou-que-apenas-27-votos-podem-colocar-a-presidente-dilma-na-rua-da-amargura/,politica,08/12/2015,211,192,118,0,0,26,0,54,8,11,5,0,0,7,1.26667,906,12.8,4.71875,0.0,0.2375,0.614583,0
"Por G1, São Paulo",https://g1.globo.com/politica/noticia/governo-adota-estrategias-para-barrar-denuncia-contra-temer-saiba-quais.ghtml,politica,20/10/2017 08h55,1528,1345,516,0,24,184,8,447,57,35,24,0,0,51,3.26786,6656,24.0179,4.9487,0.000743494,0.1458,0.383643,1
None,https://www.diariodobrasil.org/vandalismo-deputados-governistas-quebram-urnas-para-obstruir-votacao-da-comissao-do-impeachment/,politica,08/12/2015,143,130,90,1,5,22,2,46,6,2,3,0,0,5,1.85714,707,18.5714,5.43846,0.00769231,0.117647,0.692308,0
"Por Bernardo Caram e Gustavo Garcia, G1, Brasília",https://g1.globo.com/politica/noticia/camara-faz-sessao-nesta-semana-para-votar-denuncia-contra-michel-temer.ghtml,politica,31/07/2017 05h00,971,858,389,0,20,125,10,271,38,22,29,0,0,29,2.825,4169,21.45,4.85897,0.0,0.151515,0.45338,1
None,https://www.diariodobrasil.org/eduardo-jorge-desmascarando-dilma-luta-pela-democracia-eramos-a-favor-da-ditadura-do-proletariado/,politica,07/12/2015,526,447,282,2,5,63,1,110,29,36,5,8,5,49,3.43478,2159,19.4348,4.82998,0.00447427,0.375723,0.630872,0
Por G1 BA,https://g1.globo.com/bahia/noticia/estudantes-da-ba-rasgam-outdoor-de-vereador-que-defende-intervencao-militar-no-brasil-e-politico-rebate-criminosos.ghtml,politica,05/10/2017 17h37,1179,1003,457,None,5,172,3,273,47,42,26,2,1,70,3.32075,4994,18.9245,4.97906,0.00697906,0.2,0.455633,1
None,https://www.diariodobrasil.org/autor-do-impeachment-dilma-precisou-de-30-juristas-pra-responder-por-ela-isso-tudo-e-firula/,politica,08/12/2015,40,32,29,0,0,4,0,12,0,0,0,0,0,4,2.0,164,8.0,5.125,0.0,0.0,0.90625,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/quarta-feira-23-de-agosto-de-2017.ghtml,politica,23/08/2017 19h46,743,670,399,0,6,84,0,217,37,21,10,0,0,19,1.92105,3269,17.6316,4.8791,0.00298507,0.192691,0.595522,1
None,https://www.diariodobrasil.org/evo-morales-diz-que-que-colocara-o-exercito-da-bolivia-para-defender-dilma-e-o-pt/,politica,07/12/2015,248,215,143,2,6,31,2,71,11,6,4,0,0,5,3.66667,1101,23.8889,5.12093,0.0,0.166667,0.665116,0
"Por Alessandra Modzeleski e Guilherme Mazui, G1, Brasília",https://g1.globo.com/politica/noticia/temer-recebe-evo-morales-para-encontro-bilateral-no-palacio-do-planalto.ghtml,politica,05/12/2017 11h35,494,437,221,0,0,46,1,145,20,9,5,0,0,14,2.71429,2168,20.8095,4.9611,0.00228833,0.151832,0.505721,1
None,https://www.diariodobrasil.org/hugo-chaves-elogia-dilma-e-uma-grande-companheira-inclusive-sequestrou-um-embaixador-americano/,politica,07/12/2015,262,222,151,0,4,21,2,77,9,10,1,0,0,8,3.33333,1150,18.5,5.18018,0.0045045,0.193878,0.68018,0
Lúcia Guimarães,http://internacional.estadao.com.br/blogs/lucia-guimaraes/de-olho-no-mundo-18-de-julho/,politica,18 de julho de 2015,1420,1287,662,0,15,151,5,425,83,43,12,0,0,43,2.41818,6332,23.4,4.91997,0.004662,0.21875,0.514374,1
None,https://www.diariodobrasil.org/urgente-juiz-sergio-moro-envia-depoimento-de-delator-para-acao-que-pede-cassacao-de-dilma-no-tse/,politica,08/12/2015,355,308,185,0,13,44,1,96,8,7,9,0,0,13,2.9375,1491,19.25,4.84091,0.0,0.107143,0.600649,0
"Por Renan Ramalho, Fernanda Calgaro, Fabiano Costa, G1, Brasília",https://g1.globo.com/politica/noticia/relator-no-tse-vota-pela-cassacao-da-chapa-dilma-temer.ghtml,politica,09/06/2017 13h21,2227,1942,738,0,11,308,11,553,81,95,34,4,3,124,3.7013,9802,25.2208,5.04737,0.00360453,0.204413,0.380021,1
None,https://www.diariodobrasil.org/vazou-a-carta-pessoal-que-temer-enviou-para-dilma-passei-4-anos-como-vice-decorativo-agora-chega/,politica,08/12/2015,19,15,15,0,0,3,0,4,2,0,0,0,0,1,1.33333,70,5.0,4.66667,0.0,0.285714,1.0,0
"Por Renan Ramalho, G1, Brasília",https://g1.globo.com/politica/noticia/julgamento-da-chapa-dilma-temer-pode-resultar-em-varios-cenarios-saiba-quais.ghtml,politica,06/06/2017 05h00,1276,1122,542,0,24,165,15,316,72,66,28,0,0,61,3.85,5732,28.05,5.10873,0.0026738,0.286902,0.483066,1
None,https://www.diariodobrasil.org/lula-vai-ao-rj-e-chora-me-sinto-indignado-cunha-nao-pensa-no-pais-impeachment-e-uma-insanidade/,politica,06/12/2015,222,186,109,0,2,34,1,54,3,8,4,2,0,10,2.11765,873,10.9412,4.69355,0.0,0.125,0.586021,0
Luiz Vassallo,http://politica.estadao.com.br/blogs/fausto-macedo/kakay-diz-que-metodo-de-sergio-machado-foi-o-mesmo-de-delcidio/,politica,22 de julho de 2017,561,487,232,None,6,76,4,147,23,16,7,0,0,26,2.96,2439,19.48,5.00821,0.00205339,0.174888,0.476386,1
None,https://www.diariodobrasil.org/a-melhor-entrevista-de-2015-alguem-que-se-expressa-como-a-dilma-denota-uma-certa-confusao-mental/,tv_celebridades,05/12/2015,340,271,170,0,7,51,3,72,15,19,5,2,0,29,2.55556,1263,10.037,4.66052,0.0,0.276423,0.627306,0
Morris Kachani,http://brasil.estadao.com.br/blogs/inconsciente-coletivo/e-um-ataque-moral-ao-auxilio-moradia/,tv_celebridades,16 de março de 2018,2764,2419,851,0,6,449,24,535,167,175,63,26,3,231,3.2243,11352,22.6075,4.69285,0.00537412,0.347561,0.351798,1
None,https://www.diariodobrasil.org/ceni-renuncia-de-dilma-faria-o-brasil-tomar-novos-rumos-e-recuperar-13-anos-de-politica-jogados-no-lixo/,politica,06/12/2015,215,180,113,0,3,35,2,51,12,7,7,0,0,13,1.94444,868,10.0,4.82222,0.0,0.22093,0.627778,0
Por G1 Ribeirão e Franca,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/presidio-de-tremembe-sera-vistoriado-para-que-espanha-autorize-extradicao-do-padrasto-de-joaquim.ghtml,politica,02/05/2017 07h00,1542,1386,566,None,9,254,14,382,59,57,68,0,2,87,2.36364,6654,21.0,4.80087,0.0,0.18239,0.408369,1
None,https://www.diariodobrasil.org/temer-diz-que-nao-e-desleal-e-ja-fala-em-novas-eleicoes-convocadas-pelo-tse-2/,politica,06/12/2015,217,183,122,1,5,43,5,45,12,8,3,1,0,14,2.26667,923,12.2,5.04372,0.0,0.227273,0.666667,0
"Por Fabiano Costa, G1, Brasília",https://g1.globo.com/politica/noticia/mendes-cita-crises-politica-e-economica-e-diz-que-brasil-vive-tempestade-perfeita.ghtml,politica,24/03/2017 10h56,1450,1244,539,0,13,202,9,365,60,47,37,1,4,73,3.61404,6384,21.8246,5.13183,0.000803859,0.188713,0.43328,1
None,https://www.diariodobrasil.org/lula-o-golpista-falastrao-pedindo-impeachment-do-presidente-em-1992/,politica,04/12/2015,109,96,62,1,0,16,1,28,1,4,2,1,2,5,2.6,459,19.2,4.78125,0.0,0.113636,0.645833,0
"Elisa Clavery, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,padilha-diz-que-governo-tem-conviccao-absoluta-que-chegara-ao-fim-de-2018,70001823455",politica,02 de junho de 2017,811,686,327,0,10,113,5,190,23,40,20,1,3,47,3.78788,3284,20.7879,4.78717,0.0,0.207921,0.476676,1
None,https://www.diariodobrasil.org/cunha-reprovou-27-pedidos-de-impeachment-e-a-petralhada-se-calou-agora-falam-em-golpe/,politica,03/12/2015,178,152,106,0,4,30,1,43,3,10,4,2,0,9,2.0,713,11.6923,4.69079,0.00657895,0.178082,0.697368,0
Fabio SerapiãoBRASÍLIA e Fausto Macedo,http://politica.estadao.com.br/blogs/fausto-macedo/pena-de-386-anos-e-descabida-teratologica-e-absurda-diz-defesa-de-eduardo-cunha/,politica,27 de março de 2018,850,769,357,None,10,90,4,236,43,32,10,0,0,32,2.7931,3782,26.5172,4.91808,0.0,0.230061,0.464239,1
None,https://www.diariodobrasil.org/mais-um-petista-pode-sofrer-cassacao-de-mandato-abuso-de-poder-economico-metodo-obscuro-e-ilicito/,politica,03/12/2015,187,159,110,0,0,23,0,54,13,4,7,0,0,5,2.8,905,15.9,5.69182,0.0,0.220779,0.691824,0
Por G1 PE,https://g1.globo.com/pe/pernambuco/noticia/postagem-de-vereadora-evangelica-do-recife-sobre-iemanja-gera-reacao-de-terreiros.ghtml,politica,06/02/2018 15h20,436,371,212,0,1,51,1,119,12,8,7,0,1,22,3.61111,1869,20.6111,5.03774,0.0,0.117647,0.571429,1
